Ranking,City,Country,Region,NumberOfReportsMade,ReportsScore,MostRecentYearReported,MostRecentReportingScore,UsesGcpProtocolScore,NumberOfGhgReported,GhgScore,Transparency,TotalEmissions,TotalEmissionScore,PerCapitaEmissions,PerCapitaEmissionsScore,Population,Trajectory,TrajectoryScore,Emissions,Overall
1,Piedmont,United States of America,North America,6,5,2017,3,5,3,3,80,37186,5,3.268236948,5,11378,Increased,,100,90
1,Torres Vedras,Portugal,Europe,6,5,2014,3,5,1,3,80,275646,5,3.468772416,5,79465,Decreased,,100,90
3,Reykjavìk,Iceland,Europe,5,3,2019,5,3,0,3,70,346630,5,2.830556917,5,122460,Increased,,100,85
3,Birmingham,United Kingdom of Great Britain and Northern Ireland,Europe,3,3,2017,3,5,3,3,70,5200,5,0.004555546,5,1141400,Decreased,,100,85
3,Abasan Al-Kabira,State of Palestine,Middle East,5,5,2011,3,3,3,3,70,32221,5,1.074033333,5,31000,Not able to calculate,,100,85
3,Monterìa,Colombia,Latin America,2,3,2012,3,5,3,3,70,903738,5,2.526200153,5,357746,Decreased,,100,85
7,Pasto,Colombia,Latin America,1,0,2018,3,5,7,5,65,69600,5,0.152739434,5,455678,Stayed the same,,100,82.5
7,Park City,United States of America,North America,1,0,2016,3,5,7,5,65,15555,5,1.857097309,5,8376,Decreased,,100,82.5
7,Valdivia,Chile,Latin America,1,0,2013,3,5,7,5,65,419319,5,2.524801301,5,166080,This is our first year of calculation,,100,82.5
7,Mongui,Colombia,Latin America,1,0,2019,5,5,3,3,65,307,5,0.072295546,5,4243,This is our first year of calculation,,100,82.5
7,Municipio de Escuintla,Guatemala,Latin America,1,0,2019,5,5,3,3,65,281588,5,1.651126109,5,170543,Do not know,,100,82.5
7,Gámeza,Colombia,Latin America,1,0,2019,5,5,3,3,65,7806,5,1.747072516,5,4468,This is our first year of calculation,,100,82.5
7,Floresta,Colombia,Latin America,1,0,2019,5,5,3,3,65,5822,5,1.802008666,5,3231,This is our first year of calculation,,100,82.5
7,Mongua,Colombia,Latin America,1,0,2019,5,5,3,3,65,8888,5,1.977268076,5,4495,This is our first year of calculation,,100,82.5
7,Beteitiva,Colombia,Latin America,1,0,2019,5,5,3,3,65,3640,5,2.469396201,5,1474,This is our first year of calculation,,100,82.5
7,Malmö,Sweden,Europe,1,0,2019,5,5,3,3,65,863749,5,2.509687186,5,344166,Increased,,100,82.5
7,Corrales,Colombia,Latin America,1,0,2019,5,5,3,3,65,6403,5,2.56316253,5,2498,This is our first year of calculation,,100,82.5
18,Bogor,Indonesia,Southeast Asia and Oceania,5,5,2018,3,5,3,3,80,2193642,3,2.091952203,5,1048610,Increased,,80,80
18,Charlottesville,United States of America,North America,5,5,2018,3,5,3,3,80,343796,5,7.273642788,3,47266,Decreased,,80,80
18,San Leandro,United States of America,North America,5,5,2017,3,5,3,3,80,671167,5,7.411866863,3,90553,Decreased,,80,80
18,Somerville,United States of America,North America,6,5,2018,3,5,3,3,80,612200,5,7.505946397,3,81562,Decreased,,80,80
18,Kadiovacik,Turkey,Europe,2,3,2016,3,3,1,3,60,413,5,1.894495413,5,218,Decreased,,100,80
23,Wellington,New Zealand,Southeast Asia and Oceania,1,0,2019,5,5,7,5,75,953146,5,4.530161597,3,210400,Decreased,,80,77.5
23,Porto Velho,Brazil,Latin America,1,0,2013,3,3,7,5,55,850210,5,1.984028614,5,428527,Do not know,,100,77.5
23,Moroni,Comoros,Africa,1,0,2016,3,5,3,3,55,49285,5,0.887362489,5,55541,This is our first year of calculation,,100,77.5
23,Nacala,Mozambique,Africa,1,0,2016,3,5,3,3,55,200816,5,0.893329478,5,224795,Stayed the same,,100,77.5
23,Tarakan City,Indonesia,Southeast Asia and Oceania,1,0,2018,3,5,3,3,55,492164,5,2.002425829,5,245784,Do not know,,100,77.5
23,Palo Alto,United States of America,North America,1,0,2018,3,5,3,3,55,153948,5,2.294922632,5,67082,Decreased,,100,77.5
23,Dedham,United States of America,North America,1,0,2018,3,5,3,3,55,70700,5,2.785973519,5,25377,This is our first year of calculation,,100,77.5
23,Khon Kaen City,Thailand,Southeast Asia and Oceania,1,0,2017,3,5,3,3,55,395193,5,3.313567434,5,119265,Decreased,,100,77.5
23,Extrema,Brazil,Latin America,1,0,2014,3,5,3,3,55,131931,5,3.641987854,5,36225,This is our first year of calculation,,100,77.5
23,General Alvear Buenos Aires,Argentina,Latin America,1,0,2014,3,5,3,3,55,180115,5,3.879359237,5,46429,This is our first year of calculation,,100,77.5
23,Helsingør,Denmark,Europe,1,0,2019,5,3,3,3,55,216124,5,3.447228647,5,62695,Decreased,,100,77.5
23,Tulua,Colombia,Latin America,1,0,2010,3,5,1,3,55,208681,5,0.998062998,5,209086,Not able to calculate,,100,77.5
23,Moita,Portugal,Europe,1,0,2016,3,5,1,3,55,96508,5,1.461600206,5,66029,Not able to calculate,,100,77.5
23,Florianópolis,Brazil,Latin America,1,0,2013,3,5,1,3,55,740635,5,1.496232323,5,495000,This is our first year of calculation,,100,77.5
23,Loja,Ecuador,Latin America,1,0,2015,3,5,1,3,55,423878,5,1.972856112,5,214855,This is our first year of calculation,,100,77.5
23,Cascais,Portugal,Europe,1,0,2010,3,5,1,3,55,565382,5,2.660946751,5,212474,Increased,,100,77.5
23,Barreiro,Portugal,Europe,1,0,2016,3,5,1,3,55,286477,5,3.637156569,5,78764,Not able to calculate,,100,77.5
23,Stara Zagora,Bulgaria,Europe,1,0,2014,3,5,0,3,55,1104,5,0.003386887,5,325963,Not able to calculate,,100,77.5
23,Makati,Philippines,South Asia and Oceania,1,0,2011,3,5,0,3,55,462586,5,0.874389223,5,529039,Increased,,100,77.5
23,Palmas,Brazil,Latin America,1,0,2013,3,5,0,3,55,625392,5,2.14281609,5,291855,Do not know,,100,77.5
43,Aarhus,Denmark,Europe,8,5,2016,3,3,1,3,70,160000,5,4.761904762,3,336000,Decreased,,80,75
44,Aracaju,Brazil,Latin America,1,0,2016,3,5,7,5,65,1128628,3,1.759294678,5,641523,This is our first year of calculation,,80,72.5
44,Porto Alegre,Brazil,Latin America,1,0,2013,3,5,7,5,65,2829128,3,1.91273483,5,1479101,Do not know,,80,72.5
44,Niterói,Brazil,Latin America,1,0,2018,3,5,7,5,65,1729602,3,3.379541859,5,511786,This is our first year of calculation,,80,72.5
44,Hvidovre,Denmark,Europe,1,0,2018,3,5,7,5,65,245337,5,4.604500582,3,53282,Stayed the same,,80,72.5
44,Palmerston North City Council,New Zealand,Southeast Asia and Oceania,1,0,2017,3,5,7,5,65,570666,5,6.536838488,3,87300,This is our first year of calculation,,80,72.5
44,Mérida,Mexico,Latin America,1,0,2014,3,5,6,5,65,3262192,3,3.655678239,5,892363,Do not know,,80,72.5
44,Medellìn,Colombia,Latin America,1,0,2015,3,5,5,5,65,3414204,3,1.347663873,5,2533424,This is our first year of calculation,,80,72.5
44,Gibraltar,Gibraltar,Europe,1,0,2018,3,5,5,5,65,283328,5,8.13272863,3,34838,Increased,,80,72.5
44,Wellfleet,United States of America,North America,1,0,2020,5,5,3,3,65,20315,5,5.804237143,3,3500,Not able to calculate,,80,72.5
44,Vancouver,Canada,North America,1,0,2019,5,5,3,3,65,2551251,3,3.937115741,5,648000,Decreased,,80,72.5
44,Municipio de Iztapa,Guatemala,Latin America,1,0,2019,5,5,3,3,65,63925,5,5.364185617,3,11917,Do not know,,80,72.5
44,Alameda,United States of America,North America,1,0,2019,5,5,3,3,65,421487,5,5.548728953,3,75961,Increased,,80,72.5
44,Municipio de San Jose,Guatemala,Latin America,1,0,2019,5,5,3,3,65,355166,5,6.24116541,3,56907,Do not know,,80,72.5
44,Gladsaxe,Denmark,Europe,1,0,2019,5,5,1,3,65,332767,5,4.804467096,3,69262,Decreased,,80,72.5
44,Bærum,Norway,Europe,1,0,2018,3,3,3,3,45,232468,5,1.818045313,5,127867,Increased,,100,72.5
44,Batangas,Philippines,Southeast Asia and Oceania,1,0,2017,3,3,3,3,45,657636,5,1.856837112,5,354170,Increased,,100,72.5
44,Guimarães,Portugal,Europe,1,0,2016,3,3,3,3,45,401323,5,2.626596942,5,152792,Decreased,,100,72.5
44,Arendal,Norway,Europe,1,0,2018,3,3,3,3,45,167179,5,3.715171448,5,44999,Increased,,100,72.5
44,Peterborough,Canada,North America,1,0,2018,3,3,2,3,45,283061,5,3.448010817,5,82094,Decreased,,100,72.5
44,Ibadan,Nigeria,Africa,1,0,2017,3,3,1,3,45,10000,5,0.0017884,5,5591589,Not able to calculate,,100,72.5
44,Faro,Portugal,Europe,1,0,2014,3,3,1,3,45,246,5,0.004031531,5,61019,Decreased,,100,72.5
44,Hamburg,Germany,Europe,1,0,2014,3,3,1,3,45,17465,5,0.009771132,5,1787408,Decreased,,100,72.5
44,Tirana,Albania,Europe,1,0,2011,3,3,1,3,45,610773,5,0.782509599,5,780531,Not able to calculate,,100,72.5
44,Parañaque,Philippines,Southeast Asia and Oceania,1,0,2010,3,3,1,3,45,788108,5,1.183661699,5,665822,This is our first year of calculation,,100,72.5
44,Fafe,Portugal,Europe,1,0,2013,3,3,1,3,45,163838,5,3.319851675,5,49351,Decreased,,100,72.5
44,Santarém,Portugal,Europe,1,0,2014,3,3,1,3,45,245886,5,3.981830548,5,61752,Not able to calculate,,100,72.5
44,Aarhus Kommune,Denmark,Europe,1,0,2016,3,3,0,3,45,1900,5,0.0059375,5,320000,Not able to calculate,,100,72.5
44,City of Ærøskøbing,Denmark,Europe,1,0,2015,3,3,0,3,45,225,5,0.036290323,5,6200,Decreased,,100,72.5
44,Bornova ,Turkey,Europe,1,0,2011,3,3,0,3,45,758627,5,1.823591911,5,416007,This is our first year of calculation,,100,72.5
44,Lausanne,Switzerland,Europe,1,0,2013,3,3,0,3,45,499573,5,3.568378571,5,140000,Decreased,,100,72.5
74,Jakarta,Indonesia,Southeast Asia and Oceania,6,5,2020,5,3,7,5,90,27780000,0,2.631227499,5,10557810,Increased,,50,70
74,Istanbul,Turkey,Europe,4,5,2019,5,5,3,3,90,47862539,0,3.084072141,5,15519267,Decreased,,50,70
74,Tel Aviv-Yafo,Israel,Middle East,5,5,2017,3,5,3,3,80,2635614,3,5.936869847,3,443940,Increased,,60,70
74,St Catharines,Canada,North America,5,5,2018,3,5,3,3,80,1041054,3,7.82082892,3,133113,Decreased,,60,70
74,Arlington,United States of America,North America,6,5,2016,3,5,3,3,80,2260001,3,9.982336572,3,226400,Decreased,,60,70
74,Durham,United States of America,North America,7,5,2018,3,5,3,3,80,Not reported,3,Not reported,3,271616,Decreased,,60,70
74,Emeryville,United States of America,North America,6,5,2018,3,5,3,3,80,Not reported,3,Not reported,3,11885,Decreased,,60,70
74,Saint Paul,United States of America,North America,5,5,2018,3,5,1,3,80,Not reported,3,Not reported,3,300398,Not able to calculate,,60,70
74,San Luis Potosí,Mexico,Latin America,2,3,2015,3,3,0,3,60,1320630,3,1.60226101,5,824229,Increased,,80,70
74,Ærøskøbing,Denmark,Europe,1,0,2019,5,0,1,3,40,185,5,0.030538131,5,6058,Stayed the same,,100,70
84,Municipalidad de Desamparados,Costa Rica,Latin America,1,0,2020,5,5,7,5,75,Not reported,3,Not reported,3,25,This is our first year of calculation,,60,67.5
84,Akureyri,Iceland,Europe,1,0,2019,5,5,7,5,75,Not reported,3,Not reported,3,19025,Decreased,,60,67.5
84,Dunedin City,New Zealand,Southeast Asia and Oceania,1,0,2019,5,5,7,5,75,Not reported,3,Not reported,3,131100,Increased,,60,67.5
84,Victoria,Canada,North America,1,0,2019,5,5,7,5,75,Not reported,3,Not reported,3,94000,Decreased,,60,67.5
84,Canoas,Brazil,Latin America,1,0,2019,5,5,6,5,75,Not reported,3,Not reported,3,341343,Not able to calculate,,60,67.5
84,Rotorua,New Zealand,Southeast Asia and Oceania,1,0,2019,5,5,6,5,75,Not reported,3,Not reported,3,71877,Increased,,60,67.5
84,Culver City,United States of America,North America,1,0,2019,5,5,5,5,75,Not reported,3,Not reported,3,39295,Not able to calculate,,60,67.5
84,Highland Park,United States of America,North America,1,0,2019,5,5,5,5,75,Not reported,3,Not reported,3,29767,Stayed the same,,60,67.5
84,Eugene,United States of America,North America,1,0,2019,5,5,4,5,75,1641401,3,9.585103215,3,171245,Increased,,60,67.5
84,Municipalidad Provincial de Callao,Peru,Latin America,1,0,2021,5,5,4,5,75,Not reported,3,Not reported,3,994494,Not able to calculate,,60,67.5
84,Zürich,Switzerland,Europe,1,0,2018,3,3,7,5,55,1374757,3,3.167584468,5,434008,Decreased,,80,67.5
84,Copenhagen,Denmark,Europe,1,0,2018,3,3,6,5,55,1450358,3,2.326155573,5,623500,Increased,,80,67.5
84,Montevideo,Uruguay,Latin America,1,0,2018,3,5,3,3,55,3211715,3,0.002321556,5,1383432134,Not able to calculate,,80,67.5
84,Accra,Ghana,Africa,1,0,2015,3,5,3,3,55,1234128,3,0.62123247,5,1986580,Not able to calculate,,80,67.5
84,Freetown,Sierra Leone,Africa,1,0,2018,3,5,3,3,55,1014094,3,0.845078333,5,1200000,This is our first year of calculation,,80,67.5
84,Tegucigalpa,Honduras,Latin America,1,0,2011,3,5,3,3,55,1068686,3,0.872366488,5,1225043,Do not know,,80,67.5
84,Salvador,Brazil,Latin America,1,0,2018,3,5,3,3,55,2794878,3,0.973029373,5,2872347,Decreased,,80,67.5
84,Rajkot Municipal Corporation,India,South and West Asia,1,0,2017,3,5,3,3,55,1887685,3,1.181959462,5,1597081,Increased,,80,67.5
84,Nagpur,India,South and West Asia,1,0,2017,3,5,3,3,55,2849470,3,1.184483459,5,2405665,Not able to calculate,,80,67.5
84,Recife,Brazil,Latin America,1,0,2017,3,5,3,3,55,2394390,3,1.454913166,5,1645727,Increased,,80,67.5
84,Sorocaba,Brazil,Latin America,1,0,2017,3,5,3,3,55,1113971,3,1.639692483,5,679378,Increased,,80,67.5
84,Barcelona,Spain,Europe,1,0,2018,3,5,3,3,55,2835426,3,1.732338605,5,1636762,Increased,,80,67.5
84,Stockholm,Sweden,Europe,1,0,2018,3,5,3,3,55,1715597,3,1.748637506,5,981105,Decreased,,80,67.5
84,Curitiba,Brazil,Latin America,1,0,2016,3,5,3,3,55,3505046,3,1.850608,5,1893997,Decreased,,80,67.5
84,Londrina,Brazil,Latin America,1,0,2016,3,5,3,3,55,1122693,3,2.010412955,5,558439,Increased,,80,67.5
84,João Pessoa,Brazil,Latin America,1,0,2014,3,5,3,3,55,1550999,3,2.143699854,5,723515,This is our first year of calculation,,80,67.5
84,The Hague,Netherlands,Europe,1,0,2018,3,5,3,3,55,1519207,3,2.778120754,5,546847,Decreased,,80,67.5
84,Lisbon,Portugal,Europe,1,0,2018,3,5,3,3,55,1934361,3,3.531576516,5,547733,Decreased,,80,67.5
84,KwaDukuza,South Africa,Africa,1,0,2013,3,5,3,3,55,1008657,3,3.645058706,5,276719,Decreased,,80,67.5
84,Nice,France,Europe,1,0,2017,3,5,3,3,55,2139692,3,3.962392593,5,540000,Increased,,80,67.5
84,Cupertino,United States of America,North America,1,0,2015,3,5,3,3,55,244943,5,4.07084926,3,60170,Decreased,,80,67.5
84,Berkeley,United States of America,North America,1,0,2018,3,5,3,3,55,541975,5,4.455452513,3,121643,Decreased,,80,67.5
84,Egedal,Denmark,Europe,1,0,2015,3,5,3,3,55,213427,5,4.922890621,3,43354,Stayed the same,,80,67.5
84,Mahasarakham,Thailand,Southeast Asia and Oceania,1,0,2016,3,5,3,3,55,246292,5,4.941548524,3,49841,Increased,,80,67.5
84,Santa Barbara,United States of America,North America,1,0,2015,3,5,3,3,55,516206,5,5.519030492,3,93532,Decreased,,80,67.5
84,Manhattan Beach,United States of America,North America,1,0,2016,3,5,3,3,55,224717,5,6.324358043,3,35532,Decreased,,80,67.5
84,Heidelberg,Germany,Europe,1,0,2017,3,5,3,3,55,967417,5,6.520520338,3,148365,Stayed the same,,80,67.5
84,Hørsholm,Denmark,Europe,1,0,2018,3,5,3,3,55,167808,5,6.687975768,3,25091,Increased,,80,67.5
84,Medford,United States of America,North America,1,0,2018,3,5,3,3,55,410305,5,7.103003549,3,57765,Increased,,80,67.5
84,Blacksburg,United States of America,North America,1,0,2018,3,5,3,3,55,334388,5,7.484399414,3,44678,Increased,,80,67.5
84,Byron Shire,Australia,Southeast Asia and Oceania,1,0,2020,5,3,3,3,55,263199,5,7.612627986,3,34574,Not able to calculate,,80,67.5
84,Rio Grande,Argentina,Latin America,1,0,2015,3,5,3,3,55,810086,5,9.1286553,3,88741,Do not know,,80,67.5
84,Zaragoza,Spain,Europe,1,0,2019,5,3,3,3,55,1785604,3,2.645351016,5,674997,Not able to calculate,,80,67.5
84,Espoo,Finland,Europe,1,0,2019,5,3,3,3,55,1143000,3,3.945038674,5,289731,Decreased,,80,67.5
84,Hoeje-Taastrup,Denmark,Europe,1,0,2019,5,3,3,3,55,252209,5,4.975910508,3,50686,Decreased,,80,67.5
84,North Vancouver,Canada,North America,1,0,2015,3,5,2,3,55,211975,5,4.007240349,3,52898,Stayed the same,,80,67.5
84,Nyon,Switzerland,Europe,1,0,2018,3,5,2,3,55,111703,5,5.266276932,3,21211,Increased,,80,67.5
84,Benicia,United States of America,North America,1,0,2010,3,5,1,3,55,122688,5,4.416413607,3,27780,Decreased,,80,67.5
84,Los Altos Hills,United States of America,North America,1,0,2015,3,5,1,3,55,57243,5,7.162537538,3,7992,Decreased,,80,67.5
84,Burlington,United States of America,North America,1,0,2015,3,5,1,3,55,405385,5,9.587196103,3,42284,Decreased,,80,67.5
84,Basel-Stadt,Switzerland,Europe,1,0,2016,3,5,0,3,55,825704,5,4.165888015,3,198206,This is our first year of calculation,,80,67.5
84,Davis,United States of America,North America,1,0,2009,3,5,0,3,55,348347,5,5.310167683,3,65600,Decreased,,80,67.5
84,Gladsaxe Kommune,Denmark,Europe,1,0,2014,3,5,0,3,55,362078,5,5.432039126,3,66656,Decreased,,80,67.5
84,Hoeje-Taastrup Kommune,Denmark,Europe,1,0,2014,3,5,0,3,55,297000,5,5.93976241,3,50002,Decreased,,80,67.5
84,Udine,Italy,Europe,1,0,2013,3,5,0,3,55,613588,5,6.164978699,3,99528,Stayed the same,,80,67.5
84,Hermosa Beach,United States of America,North America,1,0,2012,3,5,0,3,55,126611,5,6.410683544,3,19750,Decreased,,80,67.5
140,London,United Kingdom of Great Britain and Northern Ireland,Europe,6,5,2018,3,3,7,5,80,33680515,0,3.780894584,5,8908081,Decreased,,50,65
140,Bogotá,Colombia,Latin America,6,5,2017,3,5,3,3,80,17672009,0,2.409792573,5,7333415,Decreased,,50,65
140,Amman,Jordan,Middle East,6,5,2018,3,5,3,3,80,10955210,0,2.88295,5,3800000,Increased,,50,65
140,Iowa City,United States of America,North America,6,5,2018,3,5,2,3,80,933127,5,12.23131472,0,76290,Increased,,50,65
140,Easton,United States of America,North America,4,5,2017,3,5,1,3,80,344370,5,12.75633427,0,26996,Decreased,,50,65
140,Alton,United States of America,North America,5,5,2013,3,5,0,3,80,401079,5,15.08893571,0,26581,This is our first year of calculation,,50,65
140,GISLAVED,Sweden,Europe,2,3,2017,3,3,7,5,70,Not reported,3,Not reported,3,29857,Decreased,,60,65
140,Lancaster,United States of America,North America,3,3,2015,3,3,7,5,70,Not reported,3,Not reported,3,161148,Do not know,,60,65
140,Trelleborg,Sweden,Europe,2,3,2018,3,3,6,5,70,Not reported,3,Not reported,3,45400,Decreased,,60,65
140,Spokane,United States of America,North America,2,3,2016,3,5,3,3,70,Not reported,3,Not reported,3,215144,Do not know,,60,65
140,La Paz,Bolivia,Latin America,10,5,2017,3,3,2,3,70,1426534,3,6.629552278,3,215178,Increased,,60,65
151,Chennai,India,South and West Asia,1,0,2019,5,5,7,5,75,19317353,0,2.439059722,5,7920000,Decreased,,50,62.5
151,Betim,Brazil,Latin America,1,0,2013,3,5,7,5,65,1763018,3,4.662970888,3,378089,This is our first year of calculation,,60,62.5
151,Amsterdam,Netherlands,Europe,1,0,2017,3,5,7,5,65,4138000,3,4.74334579,3,872380,Decreased,,60,62.5
151,Carmel,United States of America,North America,1,0,2018,3,5,7,5,65,Not reported,3,Not reported,3,93510,Increased,,60,62.5
151,Mid-America Regional Council,United States of America,North America,1,0,2015,3,5,7,5,65,Not reported,3,Not reported,3,2137829,This is our first year of calculation,,60,62.5
151,Municipality of Terra Nova do Norte,Brazil,Latin America,1,0,2017,3,5,7,5,65,Not reported,3,Not reported,3,10500,Increased,,60,62.5
151,Saanich,Canada,North America,1,0,2018,3,5,7,5,65,Not reported,3,Not reported,3,114148,Decreased,,60,62.5
151,Somerset West and Taunton,United Kingdom of Great Britain and Northern Ireland,Europe,1,0,2017,3,5,7,5,65,Not reported,3,Not reported,3,155115,Do not know,,60,62.5
151,Sumaré,Brazil,Latin America,1,0,2016,3,5,7,5,65,Not reported,3,Not reported,3,278571,This is our first year of calculation,,60,62.5
151,Victoria (Tamaulipas),Mexico,Latin America,1,0,2020,5,3,7,5,65,Not reported,3,Not reported,3,346029,Not able to calculate,,60,62.5
151,Hat Siao,Thailand,Southeast Asia and Oceania,1,0,2023,5,3,7,5,65,Not reported,3,Not reported,3,6761,Not able to calculate,,60,62.5
151,Kyoto,Japan,East Asia,1,0,2019,5,3,7,5,65,Not reported,3,Not reported,3,1461218,Not able to calculate,,60,62.5
151,Municipalidad de Vitacura,Chile,Latin America,1,0,2019,5,3,7,5,65,Not reported,3,Not reported,3,85,Decreased,,60,62.5
151,Beaverton,United States of America,North America,1,0,2017,3,5,6,5,65,Not reported,3,Not reported,3,99037,Increased,,60,62.5
151,Contagem,Brazil,Latin America,1,0,2018,3,5,6,5,65,Not reported,3,Not reported,3,659070,Not able to calculate,,60,62.5
151,Cornwall,United Kingdom of Great Britain and Northern Ireland,Europe,1,0,2018,3,5,6,5,65,Not reported,3,Not reported,3,569578,Decreased,,60,62.5
151,Ithaca,United States of America,North America,1,0,2010,3,5,6,5,65,Not reported,3,Not reported,3,30999,Do not know,,60,62.5
151,Melaka Historic City Council,Malaysia,Southeast Asia and Oceania,1,0,2014,3,5,6,5,65,Not reported,3,Not reported,3,524353,This is our first year of calculation,,60,62.5
151,Prefeitura de Jaguariúna,Brazil,Latin America,1,0,2016,3,5,6,5,65,Not reported,3,Not reported,3,56221,This is our first year of calculation,,60,62.5
151,Town of Ithaca,United States of America,North America,1,0,2010,3,5,6,5,65,Not reported,3,Not reported,3,20372,This is our first year of calculation,,60,62.5
151,Uppsala,Sweden,Europe,1,0,2017,3,5,6,5,65,Not reported,3,Not reported,3,230767,Increased,,60,62.5
151,Växjö,Sweden,Europe,1,0,2018,3,5,6,5,65,Not reported,3,Not reported,3,92567,Stayed the same,,60,62.5
151,Bend,United States of America,North America,1,0,2016,3,5,5,5,65,Not reported,3,Not reported,3,100000,This is our first year of calculation,,60,62.5
151,Metropolitan Washington Council of Governments (COG),United States of America,North America,1,0,2018,3,5,5,5,65,Not reported,3,Not reported,3,5570234,Decreased,,60,62.5
151,San Isidro (Lima),Peru,Latin America,1,0,2017,3,5,5,5,65,Not reported,3,Not reported,3,54206,Decreased,,60,62.5
151,Canberra,Australia,Southeast Asia and Oceania,1,0,2019,5,3,5,5,65,4047600,3,9.479156909,3,427000,Decreased,,60,62.5
151,Ashland,United States of America,North America,1,0,2015,3,5,4,5,65,Not reported,3,Not reported,3,21117,Not able to calculate,,60,62.5
151,Beverly,United States of America,North America,1,0,2020,5,5,3,3,65,Not reported,3,Not reported,3,40152,Not able to calculate,,60,62.5
151,Magdalena del Mar,Peru,Latin America,1,0,2020,5,5,3,3,65,Not reported,3,Not reported,3,60290,Do not know,,60,62.5
151,Municipalidad Distrital de Jesús Marìa,Peru,Latin America,1,0,2020,5,5,3,3,65,Not reported,3,Not reported,3,75359,Not able to calculate,,60,62.5
151,Oreamuno,Costa Rica,Latin America,1,0,2020,5,3,4,5,65,Not reported,3,Not reported,3,49000,Not able to calculate,,60,62.5
151,South Lakeland District Council,United Kingdom of Great Britain and Northern Ireland,Europe,1,0,2020,5,5,3,3,65,Not reported,3,Not reported,3,104955,This is our first year of calculation,,60,62.5
151,Helsinki,Finland,Europe,1,0,2019,5,5,3,3,65,2668060,3,4.070919064,3,655395,Increased,,60,62.5
151,Tacoma,United States of America,North America,1,0,2019,5,5,3,3,65,1074905,3,4.969992463,3,216279,Increased,,60,62.5
151,Braga,Portugal,Europe,1,0,2019,5,5,3,3,65,Not reported,3,Not reported,3,189331,Increased,,60,62.5
151,Kaysone Phomvihane,Lao People's Democratic Republic,Southeast Asia and Oceania,1,0,2019,5,5,3,3,65,Not reported,3,Not reported,3,131749,This is our first year of calculation,,60,62.5
151,KOCHI,India,South and West Asia,1,0,2019,5,5,3,3,65,Not reported,3,Not reported,3,601574,This is our first year of calculation,,60,62.5
151,Maribyrnong City Council,Australia,Southeast Asia and Oceania,1,0,2019,5,5,3,3,65,Not reported,3,Not reported,3,91387,Not able to calculate,,60,62.5
151,Municipio de Guanagazapa,Guatemala,Latin America,1,0,2019,5,5,3,3,65,Not reported,3,Not reported,3,20083,Do not know,,60,62.5
151,Narayanganj City Corporation,Bangladesh,South and West Asia,1,0,2019,5,5,3,3,65,Not reported,3,Not reported,3,709336,This is our first year of calculation,,60,62.5
151,Newcastle,Australia,Southeast Asia and Oceania,1,0,2019,5,5,3,3,65,Not reported,3,Not reported,3,165571,Increased,,60,62.5
151,Pakse,Lao People's Democratic Republic,Southeast Asia and Oceania,1,0,2019,5,5,3,3,65,Not reported,3,Not reported,3,82596,This is our first year of calculation,,60,62.5
151,Pereira,Colombia,Latin America,1,0,2021,5,5,3,3,65,Not reported,3,Not reported,3,472000,Not able to calculate,,60,62.5
151,Prefeitura de Goiás (Goiás Velho),Brazil,Latin America,1,0,2019,5,5,3,3,65,Not reported,3,Not reported,3,24727,Not able to calculate,,60,62.5
151,Prefeitura de Serra Talhada,Brazil,Latin America,1,0,2019,5,5,3,3,65,Not reported,3,Not reported,3,86350,This is our first year of calculation,,60,62.5
151,San Borja,Peru,Latin America,1,0,2019,5,5,3,3,65,Not reported,3,Not reported,3,113540,Decreased,,60,62.5
151,Town of Princeton,United States of America,North America,1,0,2019,5,5,3,3,65,Not reported,3,Not reported,3,31822,Stayed the same,,60,62.5
151,Town of Whitby,Canada,North America,1,0,2019,5,5,3,3,65,Not reported,3,Not reported,3,136235,This is our first year of calculation,,60,62.5
151,Cuenca,Ecuador,Latin America,1,0,2019,5,5,2,3,65,Not reported,3,Not reported,3,505585,Do not know,,60,62.5
151,Miraflores,Peru,Latin America,1,0,2019,5,5,2,3,65,Not reported,3,Not reported,3,99337,Not able to calculate,,60,62.5
151,Blantyre,Malawi,Africa,1,0,2020,5,5,1,3,65,Not reported,3,Not reported,3,1000000,Increased,,60,62.5
151,Mandurah,Australia,Southeast Asia and Oceania,1,0,2019,5,5,1,3,65,Not reported,3,Not reported,3,92594,This is our first year of calculation,,60,62.5
151,Prefeitura de Pedreira,Brazil,Latin America,1,0,2020,5,5,0,3,65,Not reported,3,Not reported,3,47321,Not able to calculate,,60,62.5
151,Prefeitura de Vila Nova dos Martìrios,Brazil,Latin America,1,0,2020,5,5,0,3,65,Not reported,3,Not reported,3,11258,Not able to calculate,,60,62.5
151,Yaoundé 3,Cameroon,Africa,1,0,2019,5,5,0,3,65,Not reported,3,Not reported,3,476016,Not able to calculate,,60,62.5
151,Santiago de Cali,Colombia,Latin America,1,0,2015,3,3,3,3,45,4174608,3,1.689541907,5,2470852,Do not know,,80,62.5
151,Oslo,Norway,Europe,1,0,2018,3,3,3,3,45,1340422,3,1.990324722,5,673469,Decreased,,80,62.5
151,Porto,Portugal,Europe,1,0,2017,3,3,3,3,45,960656,5,4.043318139,3,237591,Increased,,80,62.5
151,Turku,Finland,Europe,1,0,2018,3,3,3,3,45,840800,5,4.356476684,3,193000,Decreased,,80,62.5
